city,team,team_name,year,total,home,away,week,weekly_attendance
Arizona,Arizona,Cardinals,2000,893926,387475,506451,1,77434
Arizona,Arizona,Cardinals,2000,893926,387475,506451,2,66009
Arizona,Arizona,Cardinals,2000,893926,387475,506451,3,NA
Arizona,Arizona,Cardinals,2000,893926,387475,506451,4,71801
Arizona,Arizona,Cardinals,2000,893926,387475,506451,5,66985
Arizona,Arizona,Cardinals,2000,893926,387475,506451,6,44296
Arizona,Arizona,Cardinals,2000,893926,387475,506451,7,38293
Arizona,Arizona,Cardinals,2000,893926,387475,506451,8,62981
Arizona,Arizona,Cardinals,2000,893926,387475,506451,9,35286
Arizona,Arizona,Cardinals,2000,893926,387475,506451,10,52244
Arizona,Arizona,Cardinals,2000,893926,387475,506451,11,64223
Arizona,Arizona,Cardinals,2000,893926,387475,506451,12,65356
Arizona,Arizona,Cardinals,2000,893926,387475,506451,13,42094
Arizona,Arizona,Cardinals,2000,893926,387475,506451,14,50289
Arizona,Arizona,Cardinals,2000,893926,387475,506451,15,53472
Arizona,Arizona,Cardinals,2000,893926,387475,506451,16,37452
Arizona,Arizona,Cardinals,2000,893926,387475,506451,17,65711
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,1,54626
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,2,75466
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,3,73025
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,4,58761
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,5,65424
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,6,50947
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,7,66019
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,8,56508
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,9,46178
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,10,70097
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,11,74309
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,12,67447
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,13,55175
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,14,44680
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,15,NA
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,16,64900
Atlanta,Atlanta,Falcons,2000,964579,422814,541765,17,41017
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,1,55049
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,2,68843
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,3,73464
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,4,68481
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,5,73018
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,6,65194
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,7,83252
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,8,69200
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,9,69405
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,10,54759
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,11,68490
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,12,69416
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,13,68361
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,14,NA
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,15,68805
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,16,37452
Baltimore,Baltimore,Ravens,2000,1062373,551695,510678,17,69184
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,1,72492
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,2,77722
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,3,77884
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,4,NA
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,5,72617
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,6,73901
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,7,72351
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,8,64116
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,9,72861
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,10,60292
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,11,72420
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,12,78457
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,13,65546
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,14,73002
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,15,56671
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,16,47230
Buffalo,Buffalo,Bills,2000,1098587,560695,537892,17,61025
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,1,80257
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,2,66879
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,3,73025
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,4,NA
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,5,73310
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,6,72192
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,7,50015
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,8,73169
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,9,46178
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,10,66048
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,11,72981
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,12,64208
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,13,73295
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,14,73358
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,15,77481
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,16,72159
Charlotte,Carolina,Panthers,2000,1095192,583489,511703,17,60637
Chicago,Chicago,Bears,2000,1080684,535552,545132,1,64104
Chicago,Chicago,Bears,2000,1080684,535552,545132,2,65569
Chicago,Chicago,Bears,2000,1080684,535552,545132,3,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,4,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,5,59869
Chicago,Chicago,Bears,2000,1080684,535552,545132,6,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,7,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,8,65553
Chicago,Chicago,Bears,2000,1080684,535552,545132,9,NA
Chicago,Chicago,Bears,2000,1080684,535552,545132,10,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,11,72420
Chicago,Chicago,Bears,2000,1080684,535552,545132,12,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,13,77354
Chicago,Chicago,Bears,2000,1080684,535552,545132,14,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,15,66944
Chicago,Chicago,Bears,2000,1080684,535552,545132,16,68306
Chicago,Chicago,Bears,2000,1080684,535552,545132,17,71957
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,1,NA
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,2,64006
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,3,45653
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,4,68481
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,5,61535
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,6,63406
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,7,54328
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,8,61603
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,9,73118
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,10,54759
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,11,62170
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,12,60292
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,13,63925
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,14,50289
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,15,68498
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,16,50469
Cincinnati,Cincinnati,Bengals,2000,967434,469992,497442,17,64902
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,1,72418
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,2,64006
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,3,73018
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,4,45702
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,5,73018
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,6,44296
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,7,75811
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,8,57659
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,9,73118
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,10,72718
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,11,72618
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,12,68498
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,13,68361
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,14,51262
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,15,72318
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,16,72318
Cleveland,Cleveland,Browns,2000,1057139,581544,475595,17,NA
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,1,62872
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,2,66009
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,3,84431
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,4,64127
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,5,73310
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,6,NA
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,7,78189
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,8,62981
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,9,63554
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,10,65636
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,11,62170
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,12,69416
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,13,63878
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,14,65621
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,15,63467
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,16,61311
Dallas,Dallas,Cowboys,2000,1075470,504360,571110,17,68498
Denver,Denver,Broncos,2000,1140030,604042,535988,1,65956
Denver,Denver,Broncos,2000,1140030,604042,535988,2,75466
Denver,Denver,Broncos,2000,1140030,604042,535988,3,62078
Denver,Denver,Broncos,2000,1140030,604042,535988,4,74596
Denver,Denver,Broncos,2000,1140030,604042,535988,5,75684
Denver,Denver,Broncos,2000,1140030,604042,535988,6,56079
Denver,Denver,Broncos,2000,1140030,604042,535988,7,75811
Denver,Denver,Broncos,2000,1140030,604042,535988,8,61603
Denver,Denver,Broncos,2000,1140030,604042,535988,9,NA
Denver,Denver,Broncos,2000,1140030,604042,535988,10,78305
Denver,Denver,Broncos,2000,1140030,604042,535988,11,75951
Denver,Denver,Broncos,2000,1140030,604042,535988,12,75218
Denver,Denver,Broncos,2000,1140030,604042,535988,13,68661
Denver,Denver,Broncos,2000,1140030,604042,535988,14,64900
Denver,Denver,Broncos,2000,1140030,604042,535988,15,75218
Denver,Denver,Broncos,2000,1140030,604042,535988,16,78406
Denver,Denver,Broncos,2000,1140030,604042,535988,17,76098
Detroit,Detroit,Lions,2000,1140926,607076,533850,1,64900
Detroit,Detroit,Lions,2000,1140926,607076,533850,2,74159
Detroit,Detroit,Lions,2000,1140926,607076,533850,3,76928
Detroit,Detroit,Lions,2000,1140926,607076,533850,4,66944
Detroit,Detroit,Lions,2000,1140926,607076,533850,5,76438
Detroit,Detroit,Lions,2000,1140926,607076,533850,6,77549
Detroit,Detroit,Lions,2000,1140926,607076,533850,7,NA
Detroit,Detroit,Lions,2000,1140926,607076,533850,8,65557
Detroit,Detroit,Lions,2000,1140926,607076,533850,9,56971
Detroit,Detroit,Lions,2000,1140926,607076,533850,10,77813
Detroit,Detroit,Lions,2000,1140926,607076,533850,11,74309
Detroit,Detroit,Lions,2000,1140926,607076,533850,12,77897
Detroit,Detroit,Lions,2000,1140926,607076,533850,13,77923
Detroit,Detroit,Lions,2000,1140926,607076,533850,14,64214
Detroit,Detroit,Lions,2000,1140926,607076,533850,15,59854
Detroit,Detroit,Lions,2000,1140926,607076,533850,16,77513
Detroit,Detroit,Lions,2000,1140926,607076,533850,17,71957
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,1,59870
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,2,77722
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,3,59869
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,4,71801
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,5,59869
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,6,77549
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,7,59870
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,8,NA
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,9,73740
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,10,59854
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,11,65621
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,12,59869
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,13,73295
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,14,66944
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,15,59854
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,16,64183
Green Bay,Green Bay,Packers,2000,1049602,478747,570855,17,59692
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,1,78357
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,2,56769
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,3,NA
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,4,56816
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,5,72617
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,6,60292
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,7,63593
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,8,56828
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,9,56971
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,10,66944
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,11,56657
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,12,59869
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,13,56935
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,14,78138
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,15,56671
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,16,73884
Indianapolis,Indianapolis,Colts,2000,1008013,454319,553694,17,56672
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,1,72418
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,2,68843
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,3,45653
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,4,56816
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,5,64351
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,6,65194
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,7,68498
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,8,69061
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,9,63554
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,10,NA
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,11,68063
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,12,50925
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,13,65454
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,14,51262
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,15,53472
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,16,50469
Jacksonville,Jacksonville,Jaguars,2000,991957,482510,509447,17,77924
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,1,78357
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,2,68203
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,3,77604
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,4,74596
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,5,82893
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,6,NA
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,7,79025
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,8,79142
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,9,62141
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,10,62428
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,11,68002
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,12,78457
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,13,47228
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,14,60292
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,15,77481
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,16,78406
Kansas City,Kansas City,Chiefs,2000,1115272,631365,483907,17,41017
Miami,Miami,Dolphins,2000,1118883,589909,528974,1,72949
Miami,Miami,Dolphins,2000,1118883,589909,528974,2,64112
Miami,Miami,Dolphins,2000,1118883,589909,528974,3,73464
Miami,Miami,Dolphins,2000,1118883,589909,528974,4,73344
Miami,Miami,Dolphins,2000,1118883,589909,528974,5,61535
Miami,Miami,Dolphins,2000,1118883,589909,528974,6,73901
Miami,Miami,Dolphins,2000,1118883,589909,528974,7,NA
Miami,Miami,Dolphins,2000,1118883,589909,528974,8,78389
Miami,Miami,Dolphins,2000,1118883,589909,528974,9,73740
Miami,Miami,Dolphins,2000,1118883,589909,528974,10,77813
Miami,Miami,Dolphins,2000,1118883,589909,528974,11,56896
Miami,Miami,Dolphins,2000,1118883,589909,528974,12,74320
Miami,Miami,Dolphins,2000,1118883,589909,528974,13,56935
Miami,Miami,Dolphins,2000,1118883,589909,528974,14,73002
Miami,Miami,Dolphins,2000,1118883,589909,528974,15,74307
Miami,Miami,Dolphins,2000,1118883,589909,528974,16,73884
Miami,Miami,Dolphins,2000,1118883,589909,528974,17,60292
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,1,64104
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,2,64112
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,3,60292
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,4,NA
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,5,76438
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,6,64162
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,7,66944
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,8,64116
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,9,65589
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,10,59854
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,11,64223
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,12,64208
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,13,63878
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,14,64214
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,15,66273
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,16,64183
Minneapolis,Minnesota,Vikings,2000,1029262,513322,515940,17,56672
Foxborough,New England,Patriots,2000,1030594,482336,548258,1,60292
Foxborough,New England,Patriots,2000,1030594,482336,548258,2,77687
Foxborough,New England,Patriots,2000,1030594,482336,548258,3,60292
Foxborough,New England,Patriots,2000,1030594,482336,548258,4,73344
Foxborough,New England,Patriots,2000,1030594,482336,548258,5,75684
Foxborough,New England,Patriots,2000,1030594,482336,548258,6,60292
Foxborough,New England,Patriots,2000,1030594,482336,548258,7,60292
Foxborough,New England,Patriots,2000,1030594,482336,548258,8,56828
Foxborough,New England,Patriots,2000,1030594,482336,548258,9,NA
Foxborough,New England,Patriots,2000,1030594,482336,548258,10,60292
Foxborough,New England,Patriots,2000,1030594,482336,548258,11,72618
Foxborough,New England,Patriots,2000,1030594,482336,548258,12,60292
Foxborough,New England,Patriots,2000,1030594,482336,548258,13,77923
Foxborough,New England,Patriots,2000,1030594,482336,548258,14,60292
Foxborough,New England,Patriots,2000,1030594,482336,548258,15,66944
Foxborough,New England,Patriots,2000,1030594,482336,548258,16,47230
Foxborough,New England,Patriots,2000,1030594,482336,548258,17,60292
New Orleans,New Orleans,Saints,2000,980803,504315,476488,1,64900
New Orleans,New Orleans,Saints,2000,980803,504315,476488,2,51300
New Orleans,New Orleans,Saints,2000,980803,504315,476488,3,59513
New Orleans,New Orleans,Saints,2000,980803,504315,476488,4,64900
New Orleans,New Orleans,Saints,2000,980803,504315,476488,5,NA
New Orleans,New Orleans,Saints,2000,980803,504315,476488,6,66944
New Orleans,New Orleans,Saints,2000,980803,504315,476488,7,50015
New Orleans,New Orleans,Saints,2000,980803,504315,476488,8,56508
New Orleans,New Orleans,Saints,2000,980803,504315,476488,9,35286
New Orleans,New Orleans,Saints,2000,980803,504315,476488,10,64900
New Orleans,New Orleans,Saints,2000,980803,504315,476488,11,72981
New Orleans,New Orleans,Saints,2000,980803,504315,476488,12,64900
New Orleans,New Orleans,Saints,2000,980803,504315,476488,13,66064
New Orleans,New Orleans,Saints,2000,980803,504315,476488,14,64900
New Orleans,New Orleans,Saints,2000,980803,504315,476488,15,67892
New Orleans,New Orleans,Saints,2000,980803,504315,476488,16,64900
New Orleans,New Orleans,Saints,2000,980803,504315,476488,17,64900
New York,New York,Giants,2000,1135455,624085,511370,1,77434
New York,New York,Giants,2000,1135455,624085,511370,2,65530
New York,New York,Giants,2000,1135455,624085,511370,3,66944
New York,New York,Giants,2000,1135455,624085,511370,4,78216
New York,New York,Giants,2000,1135455,624085,511370,5,68341
New York,New York,Giants,2000,1135455,624085,511370,6,50947
New York,New York,Giants,2000,1135455,624085,511370,7,78189
New York,New York,Giants,2000,1135455,624085,511370,8,NA
New York,New York,Giants,2000,1135455,624085,511370,9,78087
New York,New York,Giants,2000,1135455,624085,511370,10,72718
New York,New York,Giants,2000,1135455,624085,511370,11,78174
New York,New York,Giants,2000,1135455,624085,511370,12,77897
New York,New York,Giants,2000,1135455,624085,511370,13,42094
New York,New York,Giants,2000,1135455,624085,511370,14,83485
New York,New York,Giants,2000,1135455,624085,511370,15,78164
New York,New York,Giants,2000,1135455,624085,511370,16,61311
New York,New York,Giants,2000,1135455,624085,511370,17,77924
New York,New York,Jets,2000,1145146,623711,521435,1,59870
New York,New York,Jets,2000,1145146,623711,521435,2,77687
New York,New York,Jets,2000,1145146,623711,521435,3,77884
New York,New York,Jets,2000,1145146,623711,521435,4,65619
New York,New York,Jets,2000,1145146,623711,521435,5,NA
New York,New York,Jets,2000,1145146,623711,521435,6,78441
New York,New York,Jets,2000,1145146,623711,521435,7,60292
New York,New York,Jets,2000,1145146,623711,521435,8,78389
New York,New York,Jets,2000,1145146,623711,521435,9,72861
New York,New York,Jets,2000,1145146,623711,521435,10,78305
New York,New York,Jets,2000,1145146,623711,521435,11,56657
New York,New York,Jets,2000,1145146,623711,521435,12,74320
New York,New York,Jets,2000,1145146,623711,521435,13,77354
New York,New York,Jets,2000,1145146,623711,521435,14,78138
New York,New York,Jets,2000,1145146,623711,521435,15,62632
New York,New York,Jets,2000,1145146,623711,521435,16,77513
New York,New York,Jets,2000,1145146,623711,521435,17,69184
Oakland,Oakland,Raiders,2000,998655,462515,536140,1,56373
Oakland,Oakland,Raiders,2000,998655,462515,536140,2,56769
Oakland,Oakland,Raiders,2000,998655,462515,536140,3,62078
Oakland,Oakland,Raiders,2000,998655,462515,536140,4,45702
Oakland,Oakland,Raiders,2000,998655,462515,536140,5,NA
Oakland,Oakland,Raiders,2000,998655,462515,536140,6,68344
Oakland,Oakland,Raiders,2000,998655,462515,536140,7,79025
Oakland,Oakland,Raiders,2000,998655,462515,536140,8,57490
Oakland,Oakland,Raiders,2000,998655,462515,536140,9,66659
Oakland,Oakland,Raiders,2000,998655,462515,536140,10,62428
Oakland,Oakland,Raiders,2000,998655,462515,536140,11,75951
Oakland,Oakland,Raiders,2000,998655,462515,536140,12,64900
Oakland,Oakland,Raiders,2000,998655,462515,536140,13,55175
Oakland,Oakland,Raiders,2000,998655,462515,536140,14,55811
Oakland,Oakland,Raiders,2000,998655,462515,536140,15,62632
Oakland,Oakland,Raiders,2000,998655,462515,536140,16,68681
Oakland,Oakland,Raiders,2000,998655,462515,536140,17,60637
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,1,62872
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,2,65530
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,3,59869
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,4,64900
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,5,65424
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,6,65491
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,7,38293
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,8,65553
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,9,78087
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,10,65636
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,11,56702
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,12,65356
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,13,83284
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,14,65639
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,15,72318
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,16,NA
Philadelphia,Philadelphia,Eagles,2000,1039856,523531,516325,17,64902
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,1,55049
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,2,NA
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,3,73018
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,4,51769
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,5,64351
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,6,78441
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,7,54328
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,8,57659
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,9,69405
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,10,68498
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,11,56702
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,12,50925
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,13,63925
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,14,55811
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,15,78164
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,16,58183
Pittsburgh,Pittsburgh,Steelers,2000,987037,440426,546611,17,50809
San Diego,San Diego,Chargers,2000,981863,433459,548404,1,56373
San Diego,San Diego,Chargers,2000,981863,433459,548404,2,51300
San Diego,San Diego,Chargers,2000,981863,433459,548404,3,77604
San Diego,San Diego,Chargers,2000,981863,433459,548404,4,47233
San Diego,San Diego,Chargers,2000,981863,433459,548404,5,66010
San Diego,San Diego,Chargers,2000,981863,433459,548404,6,56079
San Diego,San Diego,Chargers,2000,981863,433459,548404,7,72351
